,word,binary_score
2378,exacerbations,-1.0
2379,exact,-1.0
2380,exaggerate,-1.0
2381,exaggerated,-1.0
2382,exaggerates,-1.0
2383,exaggerating,-1.0
2384,exaggeration,-1.0
2385,examination,-1.0
2386,exasperate,-1.0
2387,exasperating,-1.0
2388,exasperation,-1.0
2389,exceed,1.0
2390,exceeding,1.0
2391,excel,1.0
2392,excellence,1.0
2393,excellency,1.0
2394,excellent,1.0
2395,excelling,1.0
2396,excels,1.0
2397,except,-1.0
2398,exceptionable,-1.0
2399,exceptional,1.0
2400,exceptionally,1.0
2401,excessive,-1.0
2402,excessively,-1.0
2403,excision,-1.0
2404,excitability,-1.0
2405,excitableness,-1.0
2406,excitation,1.0
2407,excite,1.0
2408,excited,1.0
2409,excitement,0.0
2410,exciting,1.0
2411,exclude,-1.0
2412,exclusion,-1.0
2413,exclusive,1.0
2414,exclusively,1.0
2415,exclusiveness,1.0
2416,exclusives,1.0
2417,exclusivity,1.0
2418,excogitate,1.0
2419,excogitation,1.0
2420,excommunication,-1.0
2421,excoriate,-1.0
2422,excreting,-1.0
2423,excretion,-1.0
2424,excruciation,-1.0
2425,exculpate,-1.0
2426,exculpated,-1.0
2427,exculpates,-1.0
2428,exculpating,-1.0
2429,exculpation,-1.0
2430,exculpations,-1.0
2431,exculpatory,-1.0
2432,excuse,-1.0
2433,execration,-1.0
2434,execute,1.0
2435,exemplary,0.0
2436,exhaust,-1.0
2437,exhibit,-1.0
2438,exhilaration,1.0
2439,exhort,-1.0
2440,exit,-1.0
2441,exonerate,-1.0
2442,exonerated,-1.0
2443,exonerates,-1.0
2444,exonerating,-1.0
2445,exoneration,-1.0
2446,exonerations,-1.0
2447,exorbitant,-1.0
2448,expand,1.0
2449,expectant,1.0
2450,expeditiously,1.0
2451,expend,-1.0
2452,expert,1.0
2453,expiation,1.0
2454,expiration,-1.0
2455,expire,-1.0
2456,expiry,-1.0
2457,exploit,-1.0
2458,exploitation,-1.0
2459,exploitations,-1.0
2460,exploitative,-1.0
2461,exploitatory,-1.0
2462,exploited,-1.0
2463,exploiting,-1.0
2464,exploitive,-1.0
2465,exploits,-1.0
2466,explosive,-1.0
2467,expose,-1.0
2468,exposed,-1.0
2469,exposes,-1.0
2470,exposing,-1.0
2471,expostulation,-1.0
2472,exposure,-1.0
2473,expropriate,-1.0
2474,expropriated,-1.0
2475,expropriates,-1.0
2476,expropriating,-1.0
2477,expropriation,-1.0
2478,expropriations,-1.0
2479,expulsion,-1.0
2480,expulsions,-1.0
2481,extend,0.0
2482,extended,-1.0
2483,extension,-1.0
2484,extenuate,-1.0
2485,extenuating,-1.0
2486,extermination,-1.0
2487,extortionate,-1.0
2488,extraordinarily,-1.0
2489,extravagant,-1.0
2490,extrusion,-1.0
2491,exuberance,1.0
2492,exuberant,-1.0
2493,fabricate,1.0
2494,fabricated,-1.0
2495,fabrication,-1.0
2496,fabulously,1.0
2497,face,-1.0
2498,face up,-1.0
2499,face-off,-1.0
2500,facilitate,-1.0
2501,fade,-1.0
2502,faded,-1.0
2503,fail,-1.0
2504,failed,-1.0
2505,failing,-1.0
2506,failings,-1.0
2507,fails,-1.0
2508,failure,-1.0
2509,failures,-1.0
2510,faint,-1.0
2511,faithlessly,-1.0
2512,fake,-1.0
2513,faker,-1.0
2514,fall,-1.0
2515,fall apart,-1.0
2516,fall back,-1.0
2517,fall behind,-1.0
2518,fall by the wayside,-1.0
2519,fall in,-1.0
2520,fall upon,1.0
2521,fallacious,-1.0
2522,fallible,-1.0
2523,falling out,-1.0
2524,fallout,-1.0
2525,false,-1.0
2526,falsehood,-1.0
2527,falsely,-1.0
2528,falseness,-1.0
2529,falsification,-1.0
2530,falsifications,-1.0
2531,falsified,-1.0
2532,falsifies,-1.0
2533,falsify,-1.0
2534,falsifying,-1.0
2535,falsity,-1.0
2536,familiarity,-1.0
2537,famine,-1.0
2538,fancied,-1.0
2539,fantabulous,1.0
2540,fantastic,1.0
2541,fantastical,1.0
2542,fantastically,1.0
2543,fast,0.0
2544,fasten,-1.0
2545,fatal,-1.0
2546,fatalities,-1.0
2547,fatality,-1.0
2548,fatally,-1.0
2549,fate,1.0
2550,fateful,-1.0
2551,fault,-1.0
2552,faulted,-1.0
2553,faulting,-1.0
2554,faults,-1.0
2555,faulty,-1.0
2556,faux,-1.0
2557,favor,1.0
2558,favorable,1.0
2559,favorably,1.0
2560,favored,1.0
2561,favoring,1.0
2562,favorite,1.0
2563,favorites,1.0
2564,favour,1.0
2565,favourable,1.0
2566,favourably,1.0
2567,favourite,1.0
2568,fear,-1.0
2569,fearfulness,-1.0
2570,fears,-1.0
2571,feat,-1.0
2572,feeble,-1.0
2573,feeler,1.0
2574,felicitous,1.0
2575,felicity,1.0
2576,fell,-1.0
2577,felon,-1.0
2578,felonies,-1.0
2579,felonious,-1.0
2580,felony,-1.0
2581,fence,-1.0
2582,fend for,-1.0
2583,fend off,-1.0
2584,ferment,-1.0
2585,fermentation,-1.0
2586,ferocity,-1.0
2587,fervor,1.0
2588,fervour,1.0
2589,fetching,1.0
2590,fickle,-1.0
2591,fictional,-1.0
2592,fictitious,-1.0
2593,fictive,-1.0
2594,fiddle,-1.0
2595,fiddling,-1.0
2596,fierce,-1.0
2597,fierceness,-1.0
2598,fight,-1.0
2599,fight back,-1.0
2600,fight down,-1.0
2601,figure out,1.0
2602,fill,1.0
2603,fill up,-1.0
2604,fille,-1.0
2605,fillet,-1.0
2606,filter,-1.0
2607,filter out,-1.0
2608,filth,-1.0
2609,filtrate,-1.0
2610,fin,-1.0
2611,final result,-1.0
2612,find,0.0
2613,finding of fact,-1.0
2614,fine,-1.0
2615,fined,-1.0
2616,fines,-1.0
2617,finish,-1.0
2618,fink,-1.0
2619,fire,-1.0
2620,fired,-1.0
2621,firing,-1.0
2622,firing off,-1.0
2623,firm,1.0
2624,firmness,1.0
2625,firmness of purpose,1.0
2626,first-class,1.0
2627,fishy,-1.0
2628,fitful,-1.0
2629,fix,-1.0
2630,fixing,-1.0
2631,fixture,-1.0
2632,flagrant,-1.0
2633,flatness,-1.0
2634,flatten,-1.0
2635,flaw,-1.0
2636,flawed,-1.0
2637,flaws,-1.0
2638,flea-bitten,-1.0
2639,fleece,-1.0
2640,fleer,-1.0
2641,fleeting,-1.0
2642,fling,-1.0
2643,flood,-1.0
2644,floor,-1.0
2645,flop,-1.0
2646,flounder,-1.0
2647,flourish,1.0
2648,flourishing,1.0
2649,flub,-1.0
2650,fluent,1.0
2651,fluff,-1.0
2652,fluid,0.0
2653,flummox,-1.0
2654,flunk,-1.0
2655,flurry,-1.0
2656,flush it,-1.0
2657,flutter,-1.0
2658,fly high,1.0
2659,focus,-1.0
2660,foe,-1.0
2661,foeman,-1.0
2662,foil,0.0
2663,foiled,-1.0
2664,foiling,-1.0
2665,fold,-1.0
2666,folie,-1.0
2667,follow,1.0
2668,food waste,-1.0
2669,foolhardiness,-1.0
2670,foolhardy,-1.0
2671,footle,-1.0
2672,footling,-1.0
2673,forbid,-1.0
2674,forbiddance,-1.0
2675,forbidden,-1.0
2676,forbidding,-1.0
2677,forbids,-1.0
2678,force,0.0
2679,force out,-1.0
2680,force play,-1.0
2681,force-out,-1.0
2682,forced,-1.0
2683,forcefulness,0.0
2684,forcing,-1.0
2685,forcing out,-1.0
2686,foreclose,-1.0
2687,foreclosed,-1.0
2688,forecloses,-1.0
2689,foreclosing,-1.0
2690,foreclosure,-1.0
2691,foreclosures,-1.0
2692,forefend,-1.0
2693,forego,-1.0
2694,foregoes,-1.0
2695,foregone,-1.0
2696,foresee,-1.0
2697,foreshorten,-1.0
2698,forestall,-1.0
2699,forestalled,-1.0
2700,forestalling,-1.0
2701,forestalls,-1.0
2702,foreswear,-1.0
2703,forethought,-1.0
2704,forfeit,-1.0
2705,forfeited,-1.0
2706,forfeiting,-1.0
2707,forfeits,-1.0
2708,forfeiture,-1.0
2709,forfeitures,-1.0
2710,forfend,-1.0
2711,forge,0.0
2712,forged,-1.0
2713,forger,-1.0
2714,forgers,-1.0
2715,forgery,-1.0
2716,forgo,-1.0
2717,forgotten,-1.0
2718,form,-1.0
2719,former,-1.0
2720,formulate,1.0
2721,forsake,-1.0
2722,forsaking,-1.0
2723,forte,1.0
2724,fortify,1.0
2725,fortuity,-1.0
2726,fortune,-1.0
2727,forward,1.0
2728,forward motion,1.0
2729,forward-looking,1.0
2730,forward-moving,1.0
2731,foul up,-1.0
2732,foundation,1.0
2733,founder,-1.0
2734,founding,1.0
2735,fox,-1.0
2736,fracture,-1.0
2737,frail,-1.0
2738,frame,-1.0
2739,frantic,1.0
2740,fraud,-1.0
2741,frauds,-1.0
2742,fraudulence,-1.0
2743,fraudulent,-1.0
2744,fraudulently,-1.0
2745,fray,-1.0
2746,freakishness,-1.0
2747,free,0.0
2748,freeze,-1.0
2749,freeze off,-1.0
2750,fret,-1.0
2751,friendly,1.0
2752,fright,-1.0
2753,frightful,1.0
2754,frivolous,-1.0
2755,frivolously,-1.0
2756,front-runner,1.0
2757,fruitfully,1.0
2758,frustrate,-1.0
2759,frustrated,-1.0
2760,frustrates,-1.0
2761,frustrating,-1.0
2762,frustratingly,-1.0
2763,frustration,-1.0
2764,frustrations,-1.0
2765,frustrative,-1.0
2766,fuck up,-1.0
2767,fuddle,-1.0
2768,fudge,-1.0
2769,fudge factor,-1.0
2770,fuel,-1.0
2771,fugitive,-1.0
2772,fugitive from justice,-1.0
2773,fugitives,-1.0
2774,fulfil,1.0
2775,fulfill,1.0
2776,full,1.0
2777,full point,-1.0
2778,full stop,-1.0
2779,fumble,-1.0
2780,fumbling,-1.0
2781,funny,-1.0
2782,furiousness,-1.0
2783,further,1.0
2784,furtherance,1.0
2785,fury,-1.0
2786,fuss,-1.0
2787,future,1.0
2788,gag law,-1.0
2789,gag rule,-1.0
2790,gain,1.0
2791,gain ground,1.0
2792,gained,1.0
2793,gainfulness,1.0
2794,gaining,1.0
2795,gains,1.0
2796,gainsay,-1.0
2797,galling,-1.0
2798,gamble,-1.0
2799,game,-1.0
2800,gamey,1.0
2801,gamy,1.0
2802,gaol,-1.0
2803,gaolbreak,-1.0
2804,gap,-1.0
2805,garbage,-1.0
2806,garble,-1.0
2807,garbled,-1.0
2808,gash,-1.0
2809,gather,1.0
2810,gaunt,-1.0
2811,gayly,1.0
2812,gazump,-1.0
2813,geld,-1.0
2814,gelded,-1.0
2815,gentle,0.0
2816,geological fault,-1.0
2817,geometrical irregularity,-1.0
2818,get,-1.0
2819,get ahead,1.0
2820,get along,1.0
2821,get around,-1.0
2822,get at,-1.0
2823,get behind,-1.0
2824,get by,-1.0
2825,get down,-1.0
2826,get hold of,-1.0
2827,get on,1.0
2828,get out,-1.0
2829,get over,-1.0
2830,get rid of,-1.0
2831,get the best,-1.0
2832,get the better of,-1.0
2833,get to,-1.0
2834,get together,1.0
2835,gift,1.0
2836,gimpy,-1.0
2837,gip,-1.0
2838,girl,-1.0
2839,gist,-1.0
2840,give,-1.0
2841,give away,-1.0
2842,give in,-1.0
2843,give notice,-1.0
2844,give out,-1.0
2845,give the axe,-1.0
2846,give the sack,-1.0
2847,give up,-1.0
2848,give way,-1.0
2849,give-up the ghost,-1.0
2850,glad,1.0
2851,glaring,-1.0
2852,glide by,-1.0
2853,gloomy,-1.0
2854,glorious,1.0
2855,glow,-1.0
2856,glut,-1.0
2857,gnaw,-1.0
2858,gnaw at,-1.0
2859,go,0.0
2860,go against,-1.0
2861,go along,-1.0
2862,go away,-1.0
2863,go bad,-1.0
2864,go by,0.0
2865,go down,-1.0
2866,go off,-1.0
2867,go on,1.0
2868,go past,1.0
2869,go wrong,-1.0
2870,godsend,1.0
2871,going,-1.0
2872,gold rush,1.0
2873,goldbrick,-1.0
2874,golden,1.0
2875,gone,-1.0
2876,good,0.0
2877,good luck,-1.0
2878,good-hearted,1.0
2879,goodness,1.0
2880,grab,-1.0
2881,gracious,1.0
2882,graft,-1.0
2883,grand,1.0
2884,grandness,1.0
2885,grant,-1.0
2886,grapple,-1.0
2887,grasping,-1.0
2888,gratification,1.0
2889,gratify,1.0
2890,gratifying,1.0
2891,gratingly,-1.0
2892,gratis,0.0
2893,gratuitous,0.0
2894,gratuitously,-1.0
2895,grave,-1.0
2896,gravel,-1.0
2897,gravely,-1.0
2898,gravid,1.0
2899,gravy,1.0
2900,grease one's palms,-1.0
2901,great,1.0
2902,greater,1.0
2903,greatest,1.0
2904,greatly,1.0
2905,greatness,1.0
2906,green,-1.0
2907,grievance,-1.0
2908,grievances,-1.0
2909,grievous,-1.0
2910,grim,-1.0
2911,grimness,-1.0
2912,grinding,-1.0
2913,groovy,1.0
2914,gross,0.0
2915,grossly,-1.0
2916,grotesque,1.0
2917,groundbreaker,1.0
2918,groundbreaking,1.0
2919,groundless,-1.0
2920,grudge,-1.0
2921,grueling,-1.0
2922,gruelling,-1.0
2923,gruffness,-1.0
2924,gruntle,-1.0
2925,guarantee,1.0
2926,guard,-1.0
2927,guerilla,-1.0
2928,guerrilla,-1.0
2929,guess,-1.0
2930,guide,1.0
2931,guile,-1.0
2932,guilty,-1.0
2933,guy,-1.0
2934,gyp,-1.0
2935,hack,-1.0
2936,haggard,-1.0
2937,hail,1.0
2938,halcyon,1.0
2939,hale,-1.0
2940,halt,-1.0
2941,halted,-1.0
2942,halter,-1.0
2943,halting,-1.0
2944,hamper,-1.0
2945,hampered,-1.0
2946,hampering,-1.0
2947,hampers,-1.0
2948,handicap,-1.0
2949,handling,-1.0
2950,hang around,-1.0
2951,hang back,-1.0
2952,hang in,-1.0
2953,hang on,-1.0
2954,hangdog,-1.0
2955,hanging,-1.0
2956,hapless,-1.0
2957,happen upon,1.0
2958,happiest,1.0
2959,happily,1.0
2960,happiness,1.0
2961,happy,1.0
2962,happy chance,-1.0
2963,harass,-1.0
2964,harassed,-1.0
2965,harassing,-1.0
2966,harassment,-1.0
2967,hard,0.0
2968,hard knocks,-1.0
2969,hard put,-1.0
2970,hard-pressed,-1.0
2971,hardness,-1.0
2972,hardship,-1.0
2973,hardships,-1.0
2974,hark back,-1.0
2975,harm,-1.0
2976,harmed,-1.0
2977,harmful,-1.0
2978,harmfully,-1.0
2979,harming,-1.0
2980,harms,-1.0
2981,harried,-1.0
2982,harry,-1.0
2983,harsh,-1.0
2984,harsher,-1.0
2985,harshest,-1.0
2986,harshly,-1.0
2987,harshness,-1.0
2988,hassle,-1.0
2989,hasty,-1.0
2990,hatchet job,-1.0
2991,haul,-1.0
2992,haunting,-1.0
2993,have,-1.0
2994,have the best,-1.0
2995,have-to doe with,-1.0
2996,haywire,-1.0
2997,hazard,-1.0
2998,hazardous,-1.0
2999,hazardously,-1.0
3000,hazards,-1.0
3001,head,0.0
3002,head off,-1.0
3003,headache,-1.0
3004,heady,-1.0
3005,hearty,1.0
3006,heavy,0.0
3007,heavy-laden,-1.0
3008,hedge,-1.0
3009,heedless,-1.0
3010,heedlessly,-1.0
3011,heighten,1.0
3012,helpless,-1.0
3013,helplessness,-1.0
3014,hem in,-1.0
3015,henchman,1.0
3016,herald,1.0
3017,heretical,-1.0
3018,hesitancy,-1.0
3019,hesitation,-1.0
3020,heterodox,-1.0
3021,hiatus,-1.0
3022,hidden,-1.0
3023,hide,-1.0
3024,hiding,-1.0
3025,higgledy-piggledy,-1.0
3026,high,1.0
3027,high-pitched,1.0
3028,high-priced,-1.0
3029,high-risk,-1.0
3030,higher-ranking,1.0
3031,higher-up,1.0
3032,highest,1.0
3033,hike,1.0
3034,hike up,1.0
3035,hind,-1.0
3036,hinder,-1.0
3037,hinderance,-1.0
3038,hindered,-1.0
3039,hindering,-1.0
3040,hinders,-1.0
3041,hindrance,-1.0
3042,hindrances,-1.0
3043,hitch,-1.0
3044,hive off,-1.0
3045,ho-hum,-1.0
3046,hoax,-1.0
3047,hold,-1.0
3048,hold back,-1.0
3049,hold in,-1.0
3050,hold on,-1.0
3051,hold over,-1.0
3052,hold up,-1.0
3053,holdup,-1.0
3054,homeless,-1.0
3055,hone,1.0
3056,honest,1.0
3057,honk,-1.0
3058,honor,1.0
3059,honorable,1.0
3060,honored,1.0
3061,honoring,1.0
3062,honors,1.0
3063,honour,1.0
3064,honourable,1.0
3065,hoo-ha,-1.0
3066,hoo-hah,-1.0
3067,hook,-1.0
3068,hooliganism,-1.0
3069,hope,1.0
3070,hornswoggle,-1.0
3071,horse barn,1.0
3072,hostile,-1.0
3073,hostility,-1.0
3074,hover,-1.0
3075,howling,1.0
3076,hugely,1.0
3077,hugger-mugger,-1.0
3078,hullabaloo,0.0
3079,human death,-1.0
3080,humbled,-1.0
3081,humbug,-1.0
3082,humiliated,-1.0
3083,hunch,-1.0
3084,hurly burly,-1.0
3085,hurt,-1.0
3086,hurtful,-1.0
3087,hurting,-1.0
3088,husking,-1.0
3089,hyperbole,-1.0
3090,hyperbolise,-1.0
3091,hyperbolize,-1.0
3092,ideal,1.0
3093,idealistic,1.0
3094,idle,-1.0
3095,idled,-1.0
3096,idleness,-1.0
3097,idling,-1.0
3098,ignition,-1.0
3099,ignominious,-1.0
3100,ignominiously,-1.0
3101,ignominy,-1.0
3102,ignorant,-1.0
3103,ignorantness,-1.0
3104,ignore,-1.0
3105,ignored,-1.0
3106,ignores,-1.0
3107,ignoring,-1.0
3108,ill,-1.0
3109,ill will,-1.0
3110,ill-chosen,-1.0
3111,ill-shapen,-1.0
3112,ill-sorted,-1.0
3113,ill-timed,-1.0
3114,ill-treat,-1.0
3115,ill-treated,-1.0
3116,ill-treatment,-1.0
3117,ill-usage,-1.0
3118,ill-use,-1.0
3119,ill-used,-1.0
3120,illegal,-1.0
3121,illegalities,-1.0
3122,illegality,-1.0
3123,illegally,-1.0
3124,illegible,-1.0
3125,illegitimate,-1.0
3126,illegitimately,-1.0
3127,illicit,-1.0
3128,illicitly,-1.0
3129,illiquid,-1.0
3130,illiquidity,-1.0
3131,illogical,-1.0
3132,illuminating,1.0
3133,illusion,-1.0
3134,illustriousness,1.0
3135,imaginative,1.0
3136,imbalance,-1.0
3137,imbalances,-1.0
3138,imitation,-1.0
3139,imitative,-1.0
3140,immature,-1.0
3141,immenseness,1.0
3142,immensity,1.0
3143,imminent,-1.0
3144,immoderately,-1.0
3145,immoral,-1.0
3146,immure,-1.0
3147,immurement,-1.0
3148,impact,-1.0
3149,impair,-1.0
3150,impaired,-1.0
3151,impairing,-1.0
3152,impairment,-1.0
3153,impairments,-1.0
3154,impairs,-1.0
3155,impasse,-1.0
3156,impasses,-1.0
3157,impeach,-1.0
3158,impede,-1.0
3159,impeded,-1.0
3160,impedes,-1.0
3161,impediment,-1.0
3162,impedimenta,-1.0
3163,impediments,-1.0
3164,impeding,-1.0
3165,impel,-1.0
3166,impend,-1.0
3167,impendent,-1.0
3168,impending,-1.0
3169,imperative,-1.0
3170,imperative form,-1.0
3171,imperative mood,-1.0
3172,imperfect,-1.0
3173,imperfection,-1.0
3174,imperfections,-1.0
3175,imperfectness,-1.0
3176,imperil,-1.0
3177,impermissible,-1.0
3178,impersonate,-1.0
3179,impinge,-1.0
3180,impingement,-1.0
3181,implausibly,1.0
3182,implicate,-1.0
3183,implicated,-1.0
3184,implicates,-1.0
3185,implicating,-1.0
3186,imploring,-1.0
3187,important,-1.0
3188,importunity,-1.0
3189,impose,-1.0
3190,imposingly,1.0
3191,impossibility,-1.0
3192,impossible,-1.0
3193,impossible action,-1.0
3194,impossibleness,-1.0
3195,imposter,-1.0
3196,impostor,-1.0
3197,impound,-1.0
3198,impounded,-1.0
3199,impounding,-1.0
3200,impoundment,-1.0
3201,impounds,-1.0
3202,impoverish,-1.0
3203,impoverished,-1.0
3204,impracticable,-1.0
3205,impractical,-1.0
3206,impracticalities,-1.0
3207,impracticality,-1.0
3208,impregnable,1.0
3209,impress,1.0
3210,impressed,1.0
3211,impresses,1.0
3212,impressing,1.0
3213,impressive,1.0
3214,impressively,1.0
3215,impressment,1.0
3216,imprint,1.0
3217,imprison,-1.0
3218,imprisoned,-1.0
3219,imprisonment,-1.0
3220,improbably,1.0
3221,improper,-1.0
3222,improperly,-1.0
3223,improperness,-1.0
3224,improprieties,-1.0
3225,impropriety,-1.0
3226,improve,1.0
3227,improved,1.0
3228,improvement,1.0
3229,improvements,1.0
3230,improves,1.0
3231,improving,1.0
3232,imprudent,-1.0
3233,imprudently,-1.0
3234,impuissance,-1.0
3235,in a bad way,-1.0
3236,in demand,1.0
3237,in earnest,-1.0
3238,in effect,1.0
3239,in force,1.0
3240,in high spirits,1.0
3241,in question,-1.0
3242,in the lead,1.0
3243,inability,-1.0
3244,inaccessibility,-1.0
3245,inaccessible,-1.0
3246,inaccuracies,-1.0
3247,inaccuracy,-1.0
3248,inaccurate,-1.0
3249,inaccurately,-1.0
3250,inaction,-1.0
3251,inactions,-1.0
3252,inactivate,-1.0
3253,inactivated,-1.0
3254,inactivates,-1.0
3255,inactivating,-1.0
3256,inactivation,-1.0
3257,inactivations,-1.0
3258,inactiveness,-1.0
3259,inactivity,-1.0
3260,inadequacies,-1.0
3261,inadequacy,-1.0
3262,inadequate,-1.0
3263,inadequately,-1.0
3264,inadequateness,-1.0
3265,inadvertent,-1.0
3266,inadvertently,-1.0
3267,inadvisability,-1.0
3268,inadvisable,-1.0
3269,inapplicable,-1.0
3270,inappropriate,-1.0
3271,inappropriately,-1.0
3272,inapt,-1.0
3273,inattention,-1.0
3274,inattentive,-1.0
3275,inauspicious,-1.0
3276,incapable,-1.0
3277,incapacitate,-1.0
3278,incapacitated,-1.0
3279,incapacity,-1.0
3280,incarcerate,-1.0
3281,incarcerated,-1.0
3282,incarcerates,-1.0
3283,incarcerating,-1.0
3284,incarceration,-1.0
3285,incarcerations,-1.0
3286,incautiously,-1.0
3287,incertain,-1.0
3288,incertitude,-1.0
3289,incidence,-1.0
3290,incidences,-1.0
3291,incident,-1.0
3292,incidental,-1.0
3293,incidentally,-1.0
3294,incidents,-1.0
3295,incinerate,-1.0
3296,inclemency,-1.0
3297,incline,-1.0
3298,incognizant,-1.0
3299,incommode,-1.0
3300,incommodiousness,-1.0
3301,incompatibilities,-1.0
3302,incompatibility,-1.0
3303,incompatible,-1.0
3304,incompetence,-1.0
3305,incompetency,-1.0
3306,incompetent,-1.0
3307,incompetent person,-1.0
3308,incompetently,-1.0
3309,incompetents,-1.0
3310,incomplete,-1.0
3311,incompletely,-1.0
3312,incompleteness,-1.0
3313,inconceivable,-1.0
3314,inconclusive,-1.0
3315,inconsistencies,-1.0
3316,inconsistency,-1.0
3317,inconsistent,-1.0
3318,inconsistently,-1.0
3319,incontrovertible,1.0
3320,inconvenience,-1.0
3321,inconvenience oneself,-1.0
3322,inconveniences,-1.0
3323,inconvenient,-1.0
3324,incorrect,-1.0
3325,incorrectly,-1.0
3326,incorrectness,-1.0
3327,increase,1.0
3328,incredible,1.0
3329,incredibly,1.0
3330,incriminate,-1.0
3331,incumbrance,-1.0
3332,indecency,-1.0
3333,indecent,-1.0
3334,indecorous,-1.0
3335,indecorum,-1.0
3336,indefeasible,-1.0
3337,indefeasibly,-1.0
3338,indefensible,-1.0
3339,indemnification,-1.0
3340,indemnity,-1.0
3341,indeterminate,-1.0
3342,indicate,-1.0
3343,indict,-1.0
3344,indictable,-1.0
3345,indicted,-1.0
3346,indicting,-1.0
3347,indictment,-1.0
3348,indictments,-1.0
3349,indispose,-1.0
3350,indisposed,-1.0
3351,indisposition,-1.0
3352,indocile,-1.0
3353,indue,1.0
3354,ineffective,-1.0
3355,ineffectively,-1.0
3356,ineffectiveness,-1.0
3357,ineffectual,-1.0
3358,ineffectuality,-1.0
3359,ineffectualness,-1.0
3360,inefficaciously,-1.0
3361,inefficiencies,-1.0
3362,inefficiency,-1.0
3363,inefficient,-1.0
3364,inefficiently,-1.0
3365,ineligibility,-1.0
3366,ineligible,-1.0
3367,ineluctable,-1.0
3368,ineluctably,-1.0
3369,inept,-1.0
3370,ineptitude,-1.0
3371,ineptness,-1.0
3372,inequitable,-1.0
3373,inequitably,-1.0
3374,inequities,-1.0
3375,inequity,-1.0
3376,inert,-1.0
3377,inertia,-1.0
3378,inescapable,-1.0
3379,inescapably,-1.0
3380,inevitable,-1.0
3381,inevitably,-1.0
3382,inexcusably,-1.0
3383,inexperience,-1.0
3384,inexperienced,-1.0
3385,inexperient,-1.0
3386,infeasible,-1.0
3387,infect,-1.0
3388,inferior,-1.0
3389,infest,-1.0
3390,infirm,-1.0
3391,inflammation,0.0
3392,inflict,-1.0
3393,inflicted,-1.0
3394,infliction,-1.0
3395,influential,1.0
3396,informative,1.0
3397,informatory,1.0
3398,infract,-1.0
3399,infraction,-1.0
3400,infractions,-1.0
3401,infringe,-1.0
3402,infringed,-1.0
3403,infringement,-1.0
3404,infringements,-1.0
3405,infringes,-1.0
3406,infringing,-1.0
3407,ingeminate,-1.0
3408,ingeniousness,1.0
3409,ingenuity,1.0
3410,inglorious,-1.0
3411,ingloriously,-1.0
3412,ingrain,1.0
3413,inhalation,1.0
3414,inhibit,-1.0
3415,inhibited,-1.0
3416,inimical,-1.0
3417,initiation,1.0
3418,injunction,-1.0
3419,injunctions,-1.0
3420,injure,-1.0
3421,injured,-1.0
3422,injures,-1.0
3423,injuries,-1.0
3424,injuring,-1.0
3425,injurious,-1.0
3426,injury,-1.0
3427,inmate,-1.0
3428,innovate,1.0
3429,innovated,1.0
3430,innovates,1.0
3431,innovating,1.0
3432,innovation,1.0
3433,innovational,1.0
3434,innovations,1.0
3435,innovative,1.0
3436,innovativeness,1.0
3437,innovator,1.0
3438,innovators,1.0
3439,inordinate,-1.0
3440,inordinately,-1.0
3441,inquire,-1.0
3442,inquiring,-1.0
3443,inquiry,-1.0
3444,inquisitive,-1.0
3445,insecure,-1.0
3446,insensitive,-1.0
3447,insightful,1.0
3448,insolvencies,-1.0
3449,insolvency,-1.0
3450,insolvent,-1.0
3451,inspect,-1.0
3452,inspiration,1.0
3453,inspirational,1.0
3454,inspire,1.0
3455,instability,-1.0
3456,instauration,1.0
3457,instill,1.0
3458,institution,1.0
3459,instructive,1.0
3460,insubordination,-1.0
3461,insufferable,-1.0
3462,insufficiency,-1.0
3463,insufficient,-1.0
3464,insufficiently,-1.0
3465,insult,-1.0
3466,insupportable,-1.0
3467,insure,1.0
3468,insurgent,-1.0
3469,insurrection,-1.0
3470,insurrections,-1.0
3471,intake,1.0
3472,integrity,1.0
3473,intend,1.0
3474,intensify,-1.0
3475,intensity,1.0
3476,intensity level,1.0
3477,intent,-1.0
3478,intentional,-1.0
3479,intentionally,-1.0
3480,intercept,-1.0
3481,interdict,-1.0
3482,interested,-1.0
3483,interfere,-1.0
3484,interfered,-1.0
3485,interference,-1.0
3486,interferences,-1.0
3487,interferes,-1.0
3488,interfering,-1.0
3489,intermission,-1.0
3490,intermit,-1.0
3491,intermittent,-1.0
3492,intermittently,-1.0
3493,internment,-1.0
3494,interpolate,-1.0
3495,interpose,-1.0
3496,interrogate,-1.0
3497,interrogation,-1.0
3498,interrogative,-1.0
3499,interrogative sentence,-1.0
3500,interrupt,-1.0
3501,interrupted,-1.0
3502,interrupting,-1.0
3503,interruption,-1.0
3504,interruptions,-1.0
3505,interrupts,-1.0
3506,intervene,-1.0
3507,intervention,-1.0
3508,interview,-1.0
3509,intimately,1.0
3510,intimidation,-1.0
3511,intolerably,-1.0
3512,intriguing,-1.0
3513,introduce,1.0
3514,introduction,1.0
3515,intrusion,-1.0
3516,intuition,-1.0
3517,invade,-1.0
3518,invalid,-1.0
3519,invalidate,-1.0
3520,invalidated,-1.0
3521,invalidates,-1.0
3522,invalidating,-1.0
3523,invalidation,-1.0
3524,invalidity,-1.0
3525,invalidness,-1.0
3526,invasion,-1.0
3527,invasive,-1.0
3528,invent,1.0
3529,invented,1.0
3530,inventing,1.0
